CUST_ID,BALANCE,PURCHASES,risk_appetite,neuro_score,conscientiousness,annual_revenue,years_with_bank,tier,psychotype,recommendation,estimated_LTV
USER_196,"12944,6543","162,9398136","0,3563824305","0,5867444846","0,7035283402","650,4915111",7,Retail,Standard,Standard Savings,"4553,44"
USER_197,"22740,97349","434,3395719","0,2561508852","0,5844389276","0,6448560434","1145,735466",1,HNW,Standard,Standard Savings,"1145,74"
USER_198,"21811,32569","1736,42544","0,2546093293","0,5498259159","0,3739387136","1125,294794",9,HNW,Standard,Standard Savings,"10127,65"
USER_199,"15135,62192","10510,67751","0,9488638459","0,2150431201","0,9509413519","966,9946461",7,HNW,Rational Strategist,Stock Portfolio,"6768,96"
USER_200,"10273,10694","7238,427287","0,6354571796","0,579131598","0,02220281299","658,4238925",6,Retail,Standard,Standard Savings,"3950,54"
USER_201,"878,917262","112,0288728","0,1559012435","0,1122934582","0,3037238516","46,18644055",2,Retail,Standard,Standard Savings,"92,37"
USER_202,"1762,942147","3482,893474","0,7222485781","0,08606177576","0,9210694863","157,8049768",3,Retail,Rational Strategist,Standard Savings,"473,41"
USER_203,"22882,305","1605,763371","0,7220211434","0,1618051096","0,3209354383","1176,230518",1,HNW,Standard,Standard Savings,"1176,23"
USER_204,"9324,93947","5229,800232","0,6664701961","0,3443215952","0,2522528339","570,8429781",10,Retail,Standard,Standard Savings,"5708,43"
USER_205,"92,39605611","6392,653563","0,1347204451","0,4102037089","0,5342204099","132,4728741",5,Retail,Standard,Standard Savings,"662,36"
USER_206,"1069,969014","9933,858846","0,4079914835","0,4416476883","0,8238017499","252,1756276",9,Retail,Standard,Standard Savings,"2269,58"
USER_207,"10891,62387","3225,750817","0,1067563305","0,2979513532","0,1031467609","609,09621",6,Retail,Standard,Standard Savings,"3654,58"
USER_208,"50,74437052","25969,86653","0,8166205041","0,2618133331","0,9430207096","521,9345491",5,Retail,Rational Strategist,Standard Savings,"2609,67"
USER_209,"1753,158161","19556,64305","0,6551721432","0,6485622501","0,7950728812","478,7907691",12,Retail,Standard,Standard Savings,"5745,49"
USER_210,"7956,978461","10692,42286","0,5072039368","0,3630906511","0,1812502556","611,6973804",3,Retail,Standard,Standard Savings,"1835,09"
USER_211,"11773,15287","4276,795435","0,3430154765","0,3256935122","0,7120079612","674,193552",5,Retail,Standard,Standard Savings,"3370,97"
USER_212,"10554,41482","2537,542636","0,1842494745","0,1818119106","0,3849587226","578,4715938",8,Retail,Standard,Standard Savings,"4627,77"
USER_213,"2539,498673","2265,82153","0,1064475888","0,5224047744","0,4022946781","172,2913643",12,Retail,Standard,Standard Savings,"2067,5"
USER_214,"12454,17289","60,99427239","0,9692406075","0,3718411129","0,7832900924","623,9285299",2,Retail,Standard,Standard Savings,"1247,86"
USER_215,"2708,237591","1432,910037","0,199648642","0,3353848064","0,962784808","164,0700803",5,Retail,Standard,Standard Savings,"820,35"
USER_216,"3936,349089","6343,592022","0,05987462672","0,2161905228","0,1266558728","323,6892949",6,Retail,Standard,Standard Savings,"1942,14"
USER_217,"13723,57552","4627,062292","0,9616667722","0,465249651","0,4206302369","778,7200217",10,Retail,Standard,Standard Savings,"7787,2"
USER_218,"10487,73814","12409,88607","0,5489517414","0,4272556071","0,4809416081","772,5846286",8,Retail,Standard,Standard Savings,"6180,68"
USER_219,"18919,56077","256,5836676","0,796656735","0,2616297635","0,376311817","951,1097121",8,HNW,Standard,Standard Savings,"7608,88"
USER_220,"10718,13288","843,7302313","0,0437658472","0,5754317811","0,3631891237","552,7812487",5,Retail,Standard,Standard Savings,"2763,91"
USER_221,"8400,443056","7785,266066","0,5669458575","0,1005289459","0,05226866756","575,7274741",9,Retail,Standard,Standard Savings,"5181,55"
USER_222,"983,5706145","2219,789954","0,3982099641","0,2911674005","0,6855386206","93,57432981",4,Retail,Standard,Standard Savings,"374,3"
USER_223,"4584,163072","629,7741724","0,7719644343","0,6468079601","0,4362144171","241,8036371",12,Retail,Standard,Standard Savings,"2901,64"
USER_224,"3081,601479","28204,74984","0,03842564564","0,3598636585","0,1947938026","718,1750707",9,Retail,Standard,Standard Savings,"6463,58"
USER_225,"2797,002037","7738,194671","0,4016905686","0,5692629738","0,8160335023","294,6139952",11,Retail,Standard,Standard Savings,"3240,75"
USER_226,"36123,09406","2627,505897","0,7990734195","0,298797199","0,8025607482","1858,704821",7,HNW,Rational Strategist,Stock Portfolio,"13010,93"
USER_227,"4993,87497","8667,853112","0,5226972646","0,2621076012","0,4863916281","423,0508108",6,Retail,Standard,Standard Savings,"2538,3"
USER_228,"22260,55211","5706,615801","0,550038741","0,641988824","0,2984506611","1227,159922",4,HNW,Anxious Saver,Gold Deposit,"4908,64"
USER_229,"9973,343857","7802,637815","0,09716468197","0,3546670032","0,6380927258","654,7199492",2,Retail,Standard,Standard Savings,"1309,44"
USER_230,"15838,25253","8442,578155","0,1323305561","0,6470496018","0,2881521358","960,7641894",8,HNW,Anxious Saver,Gold Deposit,"7686,11"
USER_231,"6984,353244","442,6736833","0,6769996054","0,2149773029","0,2360079303","358,0711359",6,Retail,Standard,Standard Savings,"2148,43"
USER_232,"8601,559026","4877,190891","0,6750466223","0,181552352","0,730514654","527,6217691",12,Retail,Rational Strategist,Standard Savings,"6331,46"
USER_233,"6782,934333","34,04339759","0,9791033943","0,09056704144","0,04032523972","339,8275846",3,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"1019,48"
USER_234,"2172,148953","222,143738","0,7119529881","0,5508334127","0,09476847103","113,0503224",7,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"791,35"
USER_235,"12817,61803","11715,99435","0,4932434959","0,3592631719","0,006788174024","875,2007886",10,Retail,Standard,Standard Savings,"8752,01"
USER_236,"3295,773684","3749,262006","0,8573278235","0,4821791249","0,1529431865","239,7739243",7,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"1678,42"
USER_237,"246,1648108","6657,174895","0,1044729858","0,2866049533","0,06899000871","145,4517384",6,Retail,Standard,Standard Savings,"872,71"
USER_238,"10369,68786","9116,281346","0,4492958209","0,584096714","0,9958023678","700,8100201",2,Retail,Standard,Standard Savings,"1401,62"
USER_239,"1949,335702","14937,50795","0,2871091109","0,2427627579","0,28880997","396,2169441",8,Retail,Standard,Standard Savings,"3169,74"
USER_240,"28210,83147","10176,27543","0,1046378069","0,659311584","0,1492680127","1614,067082",1,HNW,Anxious Saver,Gold Deposit,"1614,07"
USER_241,"30775,62413","3301,575006","0,7635020847","0,6632984264","0,240996258","1604,812707",1,HNW,Impulsive Intuitive,High-Leverage Trading / Crypto,"1604,81"
USER_242,"24635,09885","2047,142064","0,5107920305","0,4854609223","0,9361255715","1272,697784",6,HNW,Standard,Standard Savings,"7636,19"
USER_243,"4622,873965","839,0955546","0,5567687199","0,5973916141","0,520160223","247,9256093",5,Retail,Standard,Standard Savings,"1239,63"
USER_244,"155,7731537","2556,807858","0,4112551879","0,5555119955","0,3648180963","58,92481484",9,Retail,Standard,Standard Savings,"530,32"
USER_245,"26355,23457","2282,425719","0,4603372316","0,3881101608","0,8733914579","1363,410243",12,HNW,Standard,Standard Savings,"16360,92"
USER_246,"5589,382771","4100,073752","0,1160173871","0,2406224388","0,3949902705","361,4706136",7,Retail,Standard,Standard Savings,"2530,29"
USER_247,"34008,42016","5475,732638","0,6729178243","0,1412630897","0,33500857","1809,935661",2,HNW,Wealthy Accumulator,Private Banking,"3619,87"
USER_248,"33137,35476","19158,08869","0,4324473596","0,5104239239","0,2072825225","2040,029512",12,HNW,Wealthy Accumulator,Private Banking,"24480,35"
USER_249,"19173,87017","6516,870117","0,8167675731","0,5333251573","0,3777968239","1089,030911",7,HNW,Standard,Standard Savings,"7623,22"
USER_250,"3487,760682","5160,59214","0,1962872001","0,5482686455","0,316684356","277,5998769",3,Retail,Standard,Standard Savings,"832,8"
USER_251,"4862,919321","2040,536234","0,2050550934","0,3157611758","0,6773039593","283,9566907",1,Retail,Standard,Standard Savings,"283,96"
USER_252,"19047,26652","175,5659607","0,6457595715","0,2086540945","0,2895827047","955,8746455",11,HNW,Standard,Standard Savings,"10514,62"
USER_253,"3811,462314","1699,265629","0,8460034234","0,1375928961","0,5771997464","224,5584283",8,Retail,Standard,Standard Savings,"1796,47"
USER_254,"1857,186163","7314,751894","0,4721978386","0,3927826436","0,06589216503","239,154346",12,Retail,Standard,Standard Savings,"2869,85"
USER_255,"8137,369921","1148,776434","0,7269538687","0,4151529474","0,1912891567","429,8440247",3,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"1289,53"
USER_256,"27512,93471","6227,242313","0,9993299215","0,2002623634","0,4074052716","1500,191582",11,HNW,Standard,Standard Savings,"16502,11"
USER_257,"11908,25598","4334,882603","0,9902656397","0,3707972734","0,9369492539","682,1104509",8,Retail,Standard,Standard Savings,"5456,88"
USER_258,"8441,123364","942,8463846","0,7443368428","0,1321044685","0,3772519857","440,9130959",7,Retail,Standard,Standard Savings,"3086,39"
USER_259,"1022,281973","1516,515955","0,7395864897","0,365985701","0,6640741212","81,44441778",12,Retail,Standard,Standard Savings,"977,33"
USER_260,"9545,307155","3428,907901","0,2476188872","0,2344967022","0,2550872224","545,8435158",2,Retail,Standard,Standard Savings,"1091,69"
USER_261,"46105,69748","2709,644309","0,8335396315","0,4737795503","0,127033576","2359,47776",1,HNW,Impulsive Intuitive,High-Leverage Trading / Crypto,"2359,48"
USER_262,"1509,205866","7538,104909","0,405102127","0,4301809795","0,05853660008","226,2223915",7,Retail,Standard,Standard Savings,"1583,56"
USER_263,"7304,95325","6628,906705","0,9619939099","0,3776100745","0,3054134985","497,8257966",1,Retail,Standard,Standard Savings,"497,83"
USER_264,"20986,08638","4273,327213","0,08142768871","0,13081027","0,1576610268","1134,770863",6,HNW,Standard,Standard Savings,"6808,63"
USER_265,"13500,34248","8637,581219","0,4358403689","0,1612234439","0,174010448","847,7687485",11,Retail,Standard,Standard Savings,"9325,46"
USER_266,"11940,74425","4135,330849","0,5558404877","0,3212467782","0,7607593084","679,7438296",10,Retail,Standard,Standard Savings,"6797,44"
USER_267,"12122,87556","16675,53954","0,4051562071","0,3149694174","0,01583807094","939,6545688",11,Retail,Standard,Standard Savings,"10336,2"
USER_268,"4454,923423","1224,544149","0,2105791905","0,4500102741","0,5578101257","247,2370541",10,Retail,Standard,Standard Savings,"2472,37"
USER_269,"3475,620843","6261,125454","0,5929884888","0,2458312894","0,3794613806","299,0035512",8,Retail,Standard,Standard Savings,"2392,03"
USER_270,"16573,74507","2309,733921","0,7559179146","0,4724909431","0,5065499999","874,8819321",7,HNW,Standard,Standard Savings,"6124,17"
USER_271,"16613,28199","1635,346279","0,644838596","0,5050611986","0,5628302372","863,3710251",4,HNW,Standard,Standard Savings,"3453,48"
USER_272,"20179,50047","994,6179104","0,2344488488","0,5649254944","0,3133676945","1028,867382",1,HNW,Standard,Standard Savings,"1028,87"
USER_273,"24446,15962","4020,432547","0,7316079444","0,09480941267","0,2951088602","1302,716632",1,HNW,Impulsive Intuitive,High-Leverage Trading / Crypto,"1302,72"
USER_274,"7160,932369","1213,348718","0,256897806","0,3902534736","0,7334018493","382,3135928",4,Retail,Standard,Standard Savings,"1529,25"
USER_275,"6961,843776","1117,911059","0,1752023629","0,2274650892","0,8712769881","370,45041",5,Retail,Rational Strategist,Standard Savings,"1852,25"
USER_276,"16009,49932","23299,13781","0,6906680154","0,1460225079","0,1925816325","1266,457722",12,HNW,Standard,Standard Savings,"15197,49"
USER_277,"10497,19075","8091,066944","0,8427872461","0,6433312966","0,09761876054","686,6808763",7,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"4806,77"
USER_278,"12105,50649","6897,126442","0,4815394477","0,1712477715","0,8977958064","743,2178531",4,Retail,Rational Strategist,Standard Savings,"2972,87"
USER_279,"15886,19475","7900,86727","0,5313917931","0,2994440767","0,3498954636","952,3270829",10,HNW,Standard,Standard Savings,"9523,27"
USER_280,"22073,23476","17356,4161","0,3027475705","0,3590778672","0,5513173907","1450,79006",12,HNW,Standard,Standard Savings,"17409,48"
USER_281,"4124,824071","4258,097294","0,4946180151","0,4762324853","0,3595431445","291,4031495",1,Retail,Standard,Standard Savings,"291,4"
USER_282,"4709,367887","1243,870358","0,131982998","0,4048243417","0,1258023363","260,3458015",11,Retail,Standard,Standard Savings,"2863,8"
USER_283,"986,9603919","9910,109424","0,9558308297","0,07988542371","0,5893316449","247,5502081",10,Retail,Standard,Standard Savings,"2475,5"
USER_284,"8634,140266","6788,159986","0,8003606537","0,2882306541","0,5251408518","567,470213",7,Retail,Standard,Standard Savings,"3972,29"
USER_285,"366,0410421","2674,808791","0,6679730608","0,5338558217","0,2029935592","71,79822792",2,Retail,Standard,Standard Savings,"143,6"
USER_286,"6266,069482","3208,179786","0,5381943717","0,09393324957","0,4518690447","377,4670698",11,Retail,Standard,Standard Savings,"4152,14"
USER_287,"7822,945857","2648,788538","0,7921691362","0,3253134656","0,796947504","444,1230636",2,Retail,Standard,Standard Savings,"888,25"
USER_288,"3376,306603","13292,17048","0,4947572396","0,1416015544","0,5904261031","434,6587397",8,Retail,Standard,Standard Savings,"3477,27"
USER_289,"8936,325301","2104,40369","0,2999739082","0,1142892486","0,09691732707","488,9043389",12,Retail,Standard,Standard Savings,"5866,85"
USER_290,"309,750621","16550,06195","0,1603742352","0,2984616381","0,5480214972","346,48877",10,Retail,Standard,Standard Savings,"3464,89"
USER_291,"380,6349928","12054,84929","0,6475855888","0,316357877","0,7027382993","260,1287354",10,Retail,Standard,Standard Savings,"2601,29"
USER_292,"17293,5137","4978,308794","0,929425745","0,3087704241","0,7927034058","964,2418606",10,HNW,Standard,Standard Savings,"9642,42"
USER_293,"4465,850242","4335,38154","0,1536185535","0,5447324846","0,6291175786","310,0001429",5,Retail,Standard,Standard Savings,1550
USER_294,"1358,890413","2310,88592","0,1800180451","0,4752933496","0,1526581645","114,1622391",10,Retail,Standard,Standard Savings,"1141,62"
USER_295,"7386,535883","92,54310837","0,4336060334","0,2250751221","0,7101732666","371,1776563",2,Retail,Rational Strategist,Standard Savings,"742,36"
USER_296,"14696,4794","682,6691127","0,8068993479","0,1837412911","0,6773418461","748,4773525",5,Retail,Standard,Standard Savings,"3742,39"
USER_297,"2431,180034","7016,822621","0,293922729","0,3272839202","0,02442688294","261,8954541",8,Retail,Standard,Standard Savings,"2095,16"
USER_298,"9752,196187","3188,94201","0,2539129247","0,3932151248","0,4117476676","551,3886495",6,Retail,Standard,Standard Savings,"3308,33"
USER_299,"892,1102899","811,6425863","0,6199662915","0,4532378632","0,332950247","60,83836622",3,Retail,Standard,Standard Savings,"182,52"
USER_300,"530,6509591","1532,359872","0,5356147819","0,09079307241","0,6694120643","57,17974539",8,Retail,Standard,Standard Savings,"457,44"
USER_301,"7579,089406","14766,89964","0,06022036445","0,5431061231","0,2161358123","674,2924631",9,Retail,Standard,Standard Savings,"6068,63"
USER_302,"7779,104427","2287,473646","0,08148997731","0,2259856418","0,590871923","434,7046943",5,Retail,Standard,Standard Savings,"2173,52"
USER_303,"10145,37448","11912,57773","0,6430129802","0,2956481677","0,9132059618","745,5202788",2,Retail,Rational Strategist,Standard Savings,"1491,04"
USER_304,"12949,60563","1816,597942","0,4651235991","0,4795302597","0,7978023722","683,8122403",2,Retail,Standard,Standard Savings,"1367,62"
USER_305,"37235,57009","3917,768055","0,9709771916","0,6104845619","0,9214577362","1940,133865",7,HNW,Wealthy Accumulator,Private Banking,"13580,94"
USER_306,"7262,911192","103,4482281","0,6785314107","0,4320434661","0,9785059669","365,2145242",1,Retail,Standard,Standard Savings,"365,21"
USER_307,"3900,197141","3689,416526","0,01007366199","0,5758640415","0,01067012701","268,7981876",10,Retail,Standard,Standard Savings,"2687,98"
USER_308,"15856,5398","5065,963535","0,4810187798","0,2947250963","0,6227412764","894,1462606",12,HNW,Standard,Standard Savings,"10729,76"
USER_309,"3158,514654","1334,857453","0,414447935","0,5824125569","0,4128393978","184,6228818",2,Retail,Standard,Standard Savings,"369,25"
USER_310,"5779,834313","4324,866156","0,10671386","0,1650574232","0,8598544903","375,4890388",10,Retail,Rational Strategist,Standard Savings,"3754,89"
USER_311,"817,0516858","5208,81305","0,9232088359","0,622408328","0,251814702","145,0288453",4,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"580,12"
USER_312,"256,7760954","5805,940939","0,8050112991","0,3987961881","0,9810294891","128,9576236",1,Retail,Standard,Standard Savings,"128,96"
USER_313,"32873,79923","7489,556974","0,2300859084","0,508648885","0,6137079695","1793,481101",4,HNW,Wealthy Accumulator,Private Banking,"7173,92"
USER_314,"18077,67642","1865,032496","0,2559807588","0,3511591423","0,7935374022","941,184471",12,HNW,Standard,Standard Savings,"11294,21"
USER_315,"11906,42733","4194,067597","0,03201805332","0,5967888476","0,08559955282","679,2027183",11,Retail,Standard,Standard Savings,"7471,23"
USER_316,"5258,596445","19971,32788","0,2967174516","0,4382013305","0,1834578848","662,3563799",10,Retail,Standard,Standard Savings,"6623,56"
USER_317,"1903,065361","11420,98452","0,5846220089","0,5157947609","0,758403673","323,5729584",5,Retail,Standard,Standard Savings,"1617,86"
USER_318,"1701,207416","15252,57172","0,4208433884","0,115814991","0,02198652204","390,1118051",9,Retail,Standard,Standard Savings,"3511,01"
USER_319,"2880,059891","2439,912615","0,9692554637","0,030176042","0,8168779859","192,8012469",1,Retail,Rational Strategist,Standard Savings,"192,8"
USER_320,"7967,906483","7730,628196","0,05608016926","0,373551617","0,01394901869","553,0078881",12,Retail,Standard,Standard Savings,"6636,09"
USER_321,"12538,49288","4836,577572","0,5914301589","0,2047723401","0,6571188391","723,6561953",5,Retail,Standard,Standard Savings,"3618,28"
USER_322,"10793,9035","431,794766","0,8583094405","0,5608917833","0,3650939202","548,3310702",2,Retail,Standard,Standard Savings,"1096,66"
USER_323,"3284,122614","8685,799325","0,4807409124","0,1846069937","0,6114948527","337,9221172",9,Retail,Standard,Standard Savings,"3041,3"
USER_324,"30981,03499","5652,08277","0,00296272056","0,5879326279","0,696031407","1662,093405",6,HNW,Wealthy Accumulator,Private Banking,"9972,56"
USER_325,"13390,17405","1108,955828","0,2428014998","0,2184478959","0,3424752192","691,687819",2,Retail,Standard,Standard Savings,"1383,38"
USER_326,"8082,304819","415,487363","0,3237689757","0,1410589578","0,1079624481","412,4249882",3,Retail,Standard,Standard Savings,"1237,27"
USER_327,"9460,30472","9070,704291","0,9659944946","0,5698492536","0,06964586775","654,4293218",8,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"5235,43"
USER_328,"5440,378655","410,943286","0,9117732818","0,4043538878","0,5889360226","280,2377985",1,Retail,Standard,Standard Savings,"280,24"
USER_329,"2846,612923","478,9977572","0,9491705051","0,2740978582","0,5206553537","151,9106013",12,Retail,Standard,Standard Savings,"1822,93"
USER_330,"4400,141293","2787,911803","0,8257584576","0,3526817755","0,7422010091","275,7653007",3,Retail,Standard,Standard Savings,"827,3"
USER_331,"14181,81848","723,9603749","0,3516477341","0,5346008891","0,50973551","723,5701314",10,Retail,Standard,Standard Savings,"7235,7"
USER_332,"144,9807972","12247,86727","0,9058764221","0,2392273707","0,42244579","252,2063852",1,Retail,Standard,Standard Savings,"252,21"
USER_333,"1233,803922","3177,070724","0,9816845059","0,623166958","0,3980871782","125,2316106",11,Retail,Anxious Saver,Gold Deposit,"1377,55"
USER_334,"470,9437695","4209,987767","0,3500713123","0,5873965811","0,0264469026","107,7469438",11,Retail,Standard,Standard Savings,"1185,22"
USER_335,"415,8145192","13162,81856","0,260555966","0,4501628432","0,3355572017","284,0470971",8,Retail,Standard,Standard Savings,"2272,38"
USER_336,"19342,03034","3777,913979","0,5469162928","0,2247712255","0,9760201575","1042,659796",1,HNW,Rational Strategist,Stock Portfolio,"1042,66"
USER_337,"12162,40612","2181,615372","0,1871521926","0,4151141212","0,8735555762","651,7526133",5,Retail,Standard,Standard Savings,"3258,76"
USER_338,"6427,845944","7976,5683","0,03262422141","0,1110992045","0,329378067","480,9236632",4,Retail,Standard,Standard Savings,"1923,69"
USER_339,"1029,569184","2924,60565","0,9458311711","0,1653262511","0,5877954051","109,9705722",7,Retail,Standard,Standard Savings,"769,79"
USER_340,"6765,179658","1917,070827","0,9257406324","0,2788414443","0,8472967455","376,6003994",5,Retail,Rational Strategist,Standard Savings,1883
USER_341,"6414,503321","6422,832433","0,1626538538","0,3313114784","0,4412743368","449,1818147",8,Retail,Standard,Standard Savings,"3593,45"
USER_342,"1901,947128","8087,493483","0,4077402469","0,6591362527","0,01795786375","256,8472261",12,Retail,Anxious Saver,Gold Deposit,"3082,17"
USER_343,"5688,991313","7844,267753","0,8310363133","0,5135845349","0,07451046182","441,3349207",11,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"4854,68"
USER_344,"5083,366146","19010,10955","0,6610002988","0,4963532606","0,5103927213","634,3704983",1,Retail,Standard,Standard Savings,"634,37"
USER_345,"9567,224329","7724,503571","0,3947875092","0,3377466672","0,9694393757","632,8512879",5,Retail,Standard,Standard Savings,"3164,26"
USER_346,"10081,14536","7346,933015","0,7441709972","0,2729674963","0,6932095422","650,9959283",4,Retail,Standard,Standard Savings,"2603,98"
USER_347,"463,6232402","9741,54901","0,8970473882","0,4355193815","0,07091619144","218,0121422",3,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"654,04"
USER_348,"4693,840047","0,926062231","0,9261583305","0,6438247819","0,1893608758","234,7105236",5,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"1173,55"
USER_349,"9831,249948","2250,467087","0,3788496119","0,07005459571","0,7713231432","536,5718391",10,Retail,Rational Strategist,Standard Savings,"5365,72"
USER_350,"6994,394526","6689,485104","0,1735606801","0,5335157481","0,84143976","483,5094284",3,Retail,Standard,Standard Savings,"1450,53"
USER_351,"19413,49453","4577,942531","0,9128388582","0,3643377043","0,6176945862","1062,233577",8,HNW,Standard,Standard Savings,"8497,87"
USER_352,"10749,74764","977,4717068","0,09255544586","0,2693077096","0,6444231696","557,0368162",3,Retail,Standard,Standard Savings,"1671,11"
USER_353,"1778,528688","1810,110997","0,7216883912","0,4876288302","0,02833745038","125,1286543",1,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"125,13"
USER_354,"731,8243626","2053,33767","0,1404973149","0,3933344707","0,8285302596","77,65797152",9,Retail,Standard,Standard Savings,"698,92"
USER_355,"10283,94147","4194,659395","0,3893868547","0,561711619","0,7882752082","598,0902615",9,Retail,Standard,Standard Savings,"5382,81"
USER_356,"268,6907267","8907,015305","0,4115557465","0,700350932","0,2590351441","191,5748424",6,Retail,Anxious Saver,Gold Deposit,"1149,45"
USER_357,"8813,473778","13477,52954","0,1587579151","0,3358604634","0,70867672","710,2242796",10,Retail,Standard,Standard Savings,"7102,24"
USER_358,"28172,55455","6933,320404","0,922681434","0,2634138986","0,2148546064","1547,294136",1,HNW,Impulsive Intuitive,High-Leverage Trading / Crypto,"1547,29"
USER_359,"8567,824456","9255,967687","0,002668168009","0,3961751643","0,04033016105","613,5105765",8,Retail,Standard,Standard Savings,"4908,08"
USER_360,"4913,006922","3175,296713","0,8938085432","0,5561816728","0,2011365426","309,1562804",2,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"618,31"
USER_361,"10308,27158","2469,640306","0,8838293235","0,1803310945","0,1786288768","564,806385",9,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"5083,26"
USER_362,"6129,559741","2493,732127","0,3169636537","0,4614832918","0,3377479967","356,3526296",8,Retail,Standard,Standard Savings,"2850,82"
USER_363,"7888,143606","4786,065328","0,7042842699","0,41578011","0,4184494972","490,1284869",3,Retail,Standard,Standard Savings,"1470,39"
USER_364,"28381,27146","663,2971819","0,2528089113","0,4165565112","0,5085388915","1432,329517",5,HNW,Standard,Standard Savings,"7161,65"
USER_365,"4879,275274","4331,484828","0,7587735623","0,2907838426","0,4767538755","330,5934602",9,Retail,Standard,Standard Savings,"2975,34"
USER_366,"32490,91862","5470,107117","0,5611197418","0,4829124823","0,270674606","1733,948073",1,HNW,Wealthy Accumulator,Private Banking,"1733,95"
USER_367,"23575,76184","2889,358566","0,3002254542","0,6795162603","0,02917066857","1236,575263",9,HNW,Anxious Saver,Gold Deposit,"11129,18"
USER_368,"2178,962609","15305,85485","0,4002347536","0,2148415544","0,6051016222","415,0652276",4,Retail,Standard,Standard Savings,"1660,26"
USER_369,"718,841553","4685,188247","0,6898887322","0,2437716625","0,3957448298","129,6458426",4,Retail,Standard,Standard Savings,"518,58"
USER_370,"1062,253355","1242,303413","0,9060974496","0,510697547","0,2986721574","77,95873601",4,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"311,83"
USER_371,"183,8988785","3262,102024","0,1307265166","0,2154884764","0,8669410428","74,43698441",10,Retail,Rational Strategist,Standard Savings,"744,37"
USER_372,"992,0501166","5625,876468","0,5713639697","0,6271925467","0,7467433078","162,1200352",12,Retail,Standard,Standard Savings,"1945,44"
USER_373,"11488,74873","1955,068606","0,2537291995","0,3961389282","0,8577655484","613,5388084",9,Retail,Standard,Standard Savings,"5521,85"
USER_374,"738,4962695","414,9606321","0,8013722499","0,1736155372","0,4949827947","45,22402611",6,Retail,Standard,Standard Savings,"271,34"
USER_375,"3841,571883","4378,571454","0,07023730587","0,5603749506","0,1309312521","279,6500232",11,Retail,Standard,Standard Savings,"3076,15"
USER_376,"18635,2604","14770,08957","0,6889557902","0,3476526275","0,6962214361","1227,164812",8,HNW,Standard,Standard Savings,"9817,32"
USER_377,"235,4700318","3318,640829","0,1749460137","0,357408677","0,2060737799","78,14631818",12,Retail,Standard,Standard Savings,"937,76"
USER_378,"16845,30506","11828,10801","0,5963854184","0,3296166847","0,4412296691","1078,827413",4,HNW,Standard,Standard Savings,"4315,31"
USER_379,"3310,834668","9009,763876","0,8356925872","0,4214754257","0,06500078895","345,7370109",3,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"1037,21"
USER_380,"1257,501198","797,3988423","0,7550806621","0,2317619363","0,8253084024","78,82303676",1,Retail,Rational Strategist,Standard Savings,"78,82"
USER_381,"11931,55408","6157,917851","0,7529428877","0,3205407683","0,125940641","719,7360612",10,Retail,Impulsive Intuitive,High-Leverage Trading / Crypto,"7197,36"
USER_382,"9913,991764","2858,769128","0,5178453122","0,5847061612","0,903097507","552,8749708",7,Retail,Standard,Standard Savings,"3870,12"
USER_383,"20994,15814","1440,0528","0,8907455918","0,3040667164","0,8642306023","1078,508963",4,HNW,Standard,Standard Savings,"4314,04"
USER_384,"13282,93579","5806,775805","0,5881051982","0,4533683323","0,4645827644","780,2823055",8,Retail,Standard,Standard Savings,"6242,26"
USER_385,"16269,95806","6786,799519","0,9175179685","0,3375950321","0,7443682043","949,2338934",3,HNW,Standard,Standard Savings,"2847,7"
USER_386,"3313,338623","991,6225307","0,5465224578","0,5367365628","0,6194450738","185,4993818",1,Retail,Standard,Standard Savings,"185,5"
USER_387,"1953,33296","12292,96059","0,505965563","0,1654368304","0,8030756423","343,5258599",5,Retail,Rational Strategist,Standard Savings,"1717,63"
USER_388,"13887,56396","6954,469493","0,2223530192","0,6849105225","0,4318051008","833,4675879",2,Retail,Standard,Standard Savings,"1666,94"
USER_389,"16442,09183","13543,41444","0,544786654","0,3268947707","0,7858084842","1092,97288",3,HNW,Standard,Standard Savings,"3278,92"
USER_390,"46570,0489","1906,838134","0,1405848312","0,1930252317","0,4624568171","2366,639208",6,HNW,Wealthy Accumulator,Private Banking,"14199,84"
USER_391,"5320,793542","14011,94306","0,8696902013","0,1617483737","0,9409657878","546,2785384",3,Retail,Rational Strategist,Standard Savings,"1638,84"
USER_392,"4652,43912","2298,426497","0,6758918887","0,3348789525","0,4863721008","278,5904859",3,Retail,Standard,Standard Savings,"835,77"
